rank,argument,topic
1.0,"If it were possible to prove the Earth were only a few thousand years old, it would be strong evidence against evolution and all of geology.",evo
0.9505,Bacteria lack minds.,evo
0.9655,"Firstly man didn't evolve from monkeys, ever.",evo
0.94,Something that happened thousands of years ago cannot be ovserved by science.,evo
0.96325,"So yes, I believe that God created the world, but I believe his tool was evolution.",evo
0.927,"So Noah entered the ark when he was 600 y, 2 mo., 7 days and he left the ark when he was 601 y, 2 mo., 27 days.",evo
0.9723333332999999,"First of all, every theory in science is methodologically atheistic, but no theory can ever falsify the existence of God.",evo
0.934,"If scientific evidence casting doubt on the validity of Darwinism did in fact exist, it is doubtful that it would be accepted or even acknowledged.",evo
0.9425,"First of all, humans did not evolve from monkeys!",evo
0.946,"Walking-fish: I see 3 things that contribute to the rise of creationism: 1) lack of vigilence about separating church & state 2) lack of good public education (esp in the sciences) 3) extreme poverty where people turn to fanatical religion for a sense of hope In America our declining public education system, which some politicians want to privatize, and widening gap between rich & poor is making more & more people susceptible to the sophisms of very clever creationist pundits.",evo
0.948,We need to teach our children science.,evo
0.9433333333,"If, as I believe Christian scientists are obliged to maintain, God anticipated Darwin and the evolution of the species etc. is part of his ""plan"", he must also have anticipated Newton, Einstein, Heisenberg, etc. etc.",evo
0.93075,The tale of creation is just a myth similar to other creationist myths and legends.,evo
0.9293333333,Science is controlled by godless naturalists.,evo
0.9516666667,Creationists have to pretty much reject most of science.,evo
0.94,"But, because religion deals with more than science ever can, it should be deemed the greater of the two.",evo
0.9455,Creationism is so short sighted.,evo
0.92475,"If ""Mutations are rare"" and ""Mutations are usually not beneficial"" are limts, then any type of evolution, speciation or otherwise, would be impossible.",evo
0.9590000000000001,"First of all, atheism and evolution are not the same thing, nor is evolution diametrically opposed to theism in general.",evo
0.9493333333,A literal view of the Bible and evolution do not mix.,evo
0.93675,"If a scientist has so much faith in the truth of his hypothesis that he ignores gaping holes in the test results (if he is ""blinded by faith"", as it were), he would be discovered and revealed by his collegues.",evo
0.935,"Some claim, that Darwin's Evolution theory is an imaginary fairytale as others claim that Cathlic Genisis is a make-belive pack of lies.",evo
0.9135,"The same old excuse used by creationist, ""But it is only a theory..."" A scientific theory is much more than just a guess.",evo
0.9285,But it is cetainly in the bounds of evolution for one species to dominate an environmental niche and push other species to extinction.,evo
0.93275,"Basically, there are two possibilities: (1) The universe predated itself into eternity past (most evolutionists refuse to even talk about this one); or (2) It all started at some point (big bang or something of that sort).",evo
0.9285,"Social Darwinianism or ""the white mans burden"" was a popular racial theory during the scramble for Africa, which takes it name and principles from the natural selection writings of Charles Darwin.",evo
0.95975,"If a family seriously has a problem with thier child learning about evolution, I'm sure the school would not object to them removing thier child from the class.",evo
0.9136666667,"If you believe that we are just a random happening of chemicals, then it is a lot easier to devalue life.",evo
0.941,"Survival is necessary only long enough for an organism to reproduce, and if an organism doesn't reproduce, it is an evolutionary dead end no matter how long it survives.",evo
0.9265,"If it followed the scientific method, then yes it was science.",evo
0.8859999999999999,"First, creationism pre-dates Darwin, so its purpose is totally independent of evolution whatsoever.",evo
0.9218,"First of all, evolution is not observable, nor is there any measurable evidence.",evo
0.9216,"But most creationists think that it is OK to force their views on everyone by requiring creationism, their religion, to be taught in school.",evo
0.9385,"But not all mutations can be called ""genetic defects"" by any stretch of the imagination, and no one proposes that a mutation is a step to a radical new organism.",evo
0.92,So the talkorigins.org website is not a scientific site?,evo
0.9243333333,Well the tumbleweed sort of evolved into a spherical shape so it could effectively roll around.,evo
0.909,Sometimes I think that part of the problem is that creationists don't understand what the words mean - just as they miss the meaning of the word theory when used in science.,evo
0.9296666667,If it includes anything supernatural it immediately falls outside the study of the natural and thus isn't science.,evo
1.0,"If you are saying that all the different species I listed are descended from one pair, then we can have a discussion about evolution and how long it would take for that to happen.",evo
0.9135,"So that we humans evolved from a common ancestor we shared with chimps is not mere extrapolation from the confirmed processes of microevolution and speciation: rather, it is also supported by a multitude of convincing genetic and neurological evidences.",evo
0.9426666667,Some individual pieces are missing - we don't yet have the links between Australopithecus (which most definitely are transitional between humans and non-human apes) and the common human/chimpanzee ancestor.,evo
0.9115,What astronomical facts does Darwinism rely upon?,evo
0.92975,"First, evolution provides the only scientific answers for how humans got here: we evolved from non-human ancestors.",evo
0.91925,"So evolutionary research shows birds evolving from dinosaurs, while the Bible claims that birds (and apparently also bats) arrived before any land animal.",evo
0.90875,"All evolutionists acknowledge ""spontaneous generation"" as the majority of them are atheist.",evo
0.9079999999999999,"Sorry, but Darwinism is not ideology, it's science.",evo
0.9068,"So in summary, if you can show a jump as the typical creationist damands (from one species to another in a single generation), you will have falsified the theory of evolution.",evo
0.90475,But it is important to realize that galactic evolution is not part of the theory of evolution and just because galaxies change implies nothing for biology.,evo
0.9086666667000001,"Creationism is based on nothing but wishful thinking and faith, evolution on the other hand is supported by all the evidence and all the facts.",evo
